NO;LEVEL;TANGGAL PEMANTAUAN;PERIODE PEMANTAUAN;KODE LOKASI;NAMA LOKASI;ALAMAT LOKASI;PROVINSI;LATITUDE;LONGITUDE;PERUNTUKAN;TSS (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER TSS  (mg/L);DO (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER OKSIGEN TERLARUT  (mg/L);MINYAK & LEMAK (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER MINTAK DAN LEMAK  (mg/L);AMONIA TOTAL (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER AMONIA TOTAL mg/L);ORTOFOSFAT (PO4-P) (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PO4- (mg/L);BOD (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER BOD (mg/L);SUHU;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER SUHU;SALINITAS;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER SALINITAS;KECERAHAN;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER KECERAHAN;KEKERUHAN (NTU);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER KEKERUHAN (NTU);PAH (Polisiklik Aromatik Hidrokarbon);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PAH;PESTISIDA/HERBISIDA (BHC);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (BHC) ;PESTISIDA/HERBISIDA (DDT);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (DDT) ;"PESTISIDA/HERBISIDA
(ENDRIN)";STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (ENDRIN) ;FECAL COLIFORM/E.COLI;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER FECAL/COLIFORM; (DIC) DISSOLVED OXYGEN CARBON;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER  (DIC) DISSOLVED OXYGEN CARBON
2376;PUSAT;10/05/2023;1;T1-JA-73-004;Jambi04;Kuala Bendahara;Jambi;-0.921143;103.72757;Biota Laut;59.88;Tidak Layak;7.03;Layak;0.5;Layak;0.12;Layak;0.02;Layak;Access Forbidden;Tidak Layak;30.2;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;4.9;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2377;PROVINSI;17/01/2021;1;T1-KS-01-008;Kalsel22;Pantai Tanjung Dewa-Muara Batakan;Kalimantan Selatan;-4.071225;114.610351;Biota Laut;18.26;Layak;4.8;Tidak Layak;0.5;Layak;0.01;Layak;0.03;Layak;Access Forbidden;Tidak Layak;30.4;Layak;Tidak ada data;Layak;3.8;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2378;PUSAT;04/04/2026;1;T1-PT-01-006;Papua Tengah 06;Sungai Kali Sanoba;Papua Tengah;-3.315526;135.542744;Biota Laut;37.11;Layak;5.59;Layak;0.5;Layak;0.12;Layak;0.03;Layak;4.2;Layak;30.2;Layak;33.9;Layak;Tidak ada data;Layak;2.8;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2379;PROVINSI;17/07/2024;1;T3-SB-71-006;Sumbar 34;Batas Kota;Sumatera Barat;-0.823205;100.290803;Wisata Bahari;37.62;Layak;6.38;Layak;0.5;Layak;0.01;Layak;0.02;Layak;Access Forbidden;Tidak Layak;28.7;Layak;31.9;Layak;3.9;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2380;PUSAT;26/12/2021;2;T1-BT-04-003;Banten13;Polychem;Banten;-5.887525;106.082128;Pelabuhan;44.71;Layak;5.71;Layak;0.3;Layak;0.19;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30.9;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2381;PUSAT;04/05/2022;2;T3-SB-71-008;PLN SB-02;Titik Pantau Lepas Pantai Jetty PT. PLN lndonesia Power PLTU Teluk Sirih;Sumatera Barat;-1.071496;100.371232;Pelabuhan;51.82;Tidak Layak;6.99;Layak;1;Layak;0.05;Layak;0.01;Layak;Tidak ada data;Tidak Layak;28.5;Layak;32.5;Layak;4.2;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2382;PROVINSI;07/11/2021;2;T3-KT-11-004;Kalteng 25;Titik Kontrol Pulang Pisau;Kalimantan Tengah;-3.45509;114.021389;Biota Laut;13.52;Layak;5.74;Layak;0.5;Layak;0.02;Layak;0.02;Layak;Access Forbidden;Tidak Layak;30.8;Layak;Access Forbidden;Tidak Layak;3.4;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2383;PROVINSI;28/10/2023;2;T3-SB-77-008;Sumbar 40;Pantai Ampalu;Sumatera Barat;-0.6013;100.105564;Wisata Bahari;62.57;Tidak Layak;6.49;Layak;0.3;Layak;0.05;Layak;0.01;Layak;3;Layak;30.5;Layak;Tidak ada data;Layak;Tidak ada data;Layak;2.8;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2384;PUSAT;08/03/2021;2;T3-SU-05-006;PLN SU-06;AL 6 PT. PLN lndonesia Power PLTU Pangkalan Susu;Sumatera Utara;4.083521;98.312698;Pelabuhan;10.65;Layak;4.98;Tidak Layak;0.5;Layak;0.06;Layak;0.02;Layak;Tidak ada data;Tidak Layak;30.9;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2385;PUSAT;08/01/2020;2;T3-JB-12-001;PLN JB-IDM 01;Barat Breakwater PT PLN Nusantara Power UP Indramayu;Jawa Barat;-6.266855;107.969195;Pelabuhan;26.42;Layak;5.93;Layak;1;Layak;0.06;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.9;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2386;PUSAT;21/01/2021;1;T3-JT-01-001;PLN JTG ADI 01;ALT-1 PT. PLN lndonesia Power PLTU Jawa Tengah 2 Adipala;Jawa Tengah;-7.688678;109.139606;Biota Laut;65.08;Tidak Layak;5.21;Layak;0.5;Layak;0.07;Layak;0.04;Layak;Access Forbidden;Tidak Layak;29.9;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;1.2;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2387;PUSAT;23/02/2021;1;T1-PB-03-002;Papua Barat 02;Areal Pasar Tanjung Wagom;Papua Barat;-2.936786;132.302872;Biota Laut;24.21;Layak;5.74;Layak;0.3;Layak;0.18;Layak;0.04;Layak;Access Forbidden;Tidak Layak;30.3;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2388;PUSAT;31/07/2025;2;T3-SB-71-011;PLN SB-04;Titik Pantau Lepas Pantai Outfall PT. PLN lndonesia Power PLTU Teluk Sirih;Sumatera Barat;-1.077967;100.365721;Pelabuhan;60.54;Tidak Layak;4.87;Tidak Layak;0.5;Layak;0.06;Layak;0.01;Layak;3.1;Layak;30.5;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2389;PUSAT;12/10/2023;2;T1-SS-07-002;Sumsel02;Depan Taman Sembilang 2;Sumatera Selatan;-2.004374;104.688637;Biota Laut;2.79;Layak;6.09;Layak;0.5;Layak;0.13;Layak;0.01;Layak;Tidak ada data;Tidak Layak;30.6;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2390;PROVINSI;17/03/2020;1;T1-KS-01-005;Kalsel19;Pantai Takisung 1;Kalimantan Selatan;-3.857738;114.601025;Wisata Bahari;71.21;Tidak Layak;6.81;Layak;0.5;Layak;0.2;Layak;0.03;Layak;3.3;Layak;29.8;Layak;Access Forbidden;Tidak Layak;3.4;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2391;PROVINSI;12/04/2021;2;T1-KU-04-002;Kaltara21;Depan PLBN Sei Pancang;Kalimantan Utara;4.157183;117.916533;Pelabuhan;23.96;Layak;6.28;Layak;0.5;Layak;0.18;Layak;0.04;Layak;Access Forbidden;Tidak Layak;28.8;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2392;PUSAT;28/01/2023;1;T1-PD-71-004;Papbar04;Tanjung Kasuari 2;Papua Barat Daya;-0.818882;131.219403;Wisata Bahari;2.29;Layak;6.98;Layak;1;Layak;0.18;Layak;0.03;Layak;Tidak ada data;Tidak Layak;29.6;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2393;PROVINSI;23/12/2024;2;T3-YO-03-004;Pantai Ngedan;Pantai Ngedan;Daerah Istimewa Yogyakarta;-8.115355;110.496631;Wisata Bahari;63.64;Tidak Layak;6.24;Layak;0.3;Layak;0.07;Layak;0.01;Layak;Tidak ada data;Tidak Layak;29.5;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;4.7;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2394;PROVINSI;06/05/2026;2;T1-KU-71-016;Kaltara18;Jalur Phonton Pulau Sadau;Kalimantan Utara;3.323631;117.52895;Pelabuhan;36.58;Layak;5.42;Layak;0.3;Layak;0.12;Layak;0.03;Layak;Access Forbidden;Tidak Layak;28.6;Layak;31.7;Layak;3.2;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2395;PROVINSI;09/03/2024;2;T1-KS-10-002;Kalsel17;Perairan Batulicin 2;Kalimantan Selatan;-3.438569;116.012164;Biota Laut;7.78;Layak;6.05;Layak;0.3;Layak;0.02;Layak;0.01;Layak;2.4;Layak;29;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;1.9;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2396;PROVINSI;15/01/2026;2;T1-KS-01-002;Kalsel03;Pelaihari;Kalimantan Selatan;-3.628944;114.506395;Biota Laut;30.25;Layak;7.12;Layak;0.3;Layak;0.17;Layak;0.02;Layak;3.8;Layak;28.7;Layak;Access Forbidden;Tidak Layak;3.7;Layak;4.7;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2397;PUSAT;06/08/2020;2;T3-KS-02-010;KS IBT 01;AL I 100 m Barat Barge Wharf PT Indonesia Bulk Terminal;Kalimantan Selatan;-4.031296;116.034097;Pelabuhan;33.71;Layak;6.24;Layak;1;Layak;0.02;Layak;0.03;Layak;Access Forbidden;Tidak Layak;28.8;Layak;33.6;Layak;4;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2398;PUSAT;08/09/2022;1;T1-PS-01-004;Papua19;Sisi Bandara Merauke;Papua Selatan;-8.54209;140.394007;Biota Laut;18.12;Layak;5.74;Layak;1;Layak;0.17;Layak;0.03;Layak;4;Layak;28.6;Layak;Tidak ada data;Layak;Tidak ada data;Layak;4.3;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2399;PUSAT;28/09/2024;1;T1-BE-71-008;Bengkulu08;Lentera Merah;Bengkulu;-3.901827;102.280362;Wisata Bahari;72.72;Tidak Layak;6.91;Layak;1;Layak;0.1;Layak;0.03;Layak;2.8;Layak;29.6;Layak;Access Forbidden;Tidak Layak;4.6;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2400;PUSAT;01/10/2022;2;T1-PD-71-010;Papbar10;Pelabuhan Perikanan Kota Sorong;Papua Barat Daya;-0.883968;131.253171;Pelabuhan;37.68;Layak;5.47;Layak;0.3;Layak;0.14;Layak;0.03;Layak;3;Layak;30.3;Layak;32.5;Layak;4.3;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2401;PROVINSI;16/06/2021;2;T3-ST-06-003;Pesisir Morowali;AL-3 BDP Desa Fatufia, Kecamatan Bahodopi;Sulawesi Tengah;-2.793411;122.126589;Biota Laut;38.3;Layak;6.65;Layak;0.3;Layak;0.03;Layak;0.01;Layak;Access Forbidden;Tidak Layak;29.1;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2402;PUSAT;12/02/2025;2;T3-KI-71-014;KTM KKT 01;Titik M PT Kaltim Kariangau Terminal;Kalimantan Timur;-1.16111;116.778015;Pelabuhan;59.97;Tidak Layak;6.33;Layak;0.5;Layak;0.14;Layak;0.03;Layak;5.9;Tidak Layak;29.1;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;2.6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2403;PUSAT;17/05/2021;2;T1-PD-71-004;Papbar04;Tanjung Kasuari 2;Papua Barat Daya;-0.819555;131.217895;Wisata Bahari;52.39;Tidak Layak;6.37;Layak;0.5;Layak;0.15;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.2;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2404;PROVINSI;28/07/2019;1;T3-ST-06-006;Pesisir Morowali;AL-6 BGK Kelurahan Bahomohoni;Sulawesi Tengah;-2.475016;121.934904;Biota Laut;24.21;Layak;5.37;Layak;0.5;Layak;0.06;Layak;0.02;Layak;Tidak ada data;Tidak Layak;30.8;Layak;Access Forbidden;Tidak Layak;3.4;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2405;PROVINSI;20/04/2020;2;T3-KB-07-003;Teluk Suak 3;Teluk Suak;Kalimantan Barat;0.726769;108.851246;Biota Laut;72.54;Tidak Layak;5.02;Layak;0.5;Layak;0.04;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2406;PUSAT;19/02/2021;1;T3-JT-01-002;PLN JTG ADI 02;ALT-2 PT. PLN lndonesia Power PLTU Jawa Tengah 2 Adipala;Jawa Tengah;-7.696097;109.133923;Biota Laut;58.64;Tidak Layak;6.7;Layak;0.5;Layak;0.14;Layak;0.02;Layak;4.2;Layak;29.9;Layak;32.1;Layak;4.8;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2407;PUSAT;18/10/2023;2;T3-AC-06-002;PT SBA 2;AL 2 PT Solusi Bangun Andalas;Nanggroe Aceh Darussalam;5.452796;95.243262;Pelabuhan;57.45;Tidak Layak;5.83;Layak;0.3;Layak;0.06;Layak;0.02;Layak;Access Forbidden;Tidak Layak;29;Layak;31.3;Layak;2.8;Layak;3;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2408;PROVINSI;06/08/2023;2;T3-KB-02-001;Sungai Bakau 1;Desa Sungai Bakau Kecil;Kalimantan Barat;0.256104;108.973436;Biota Laut;57.44;Tidak Layak;6;Layak;0.5;Layak;0.15;Layak;0.01;Layak;2.4;Layak;28.9;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;4.6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2409;PROVINSI;07/11/2019;2;T1-KU-04-002;Kaltara21;Depan PLBN Sei Pancang;Kalimantan Utara;4.157345;117.914577;Pelabuhan;66.91;Tidak Layak;6.27;Layak;1;Layak;0.16;Layak;0.02;Layak;Tidak ada data;Tidak Layak;30.1;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2410;PROVINSI;22/08/2024;2;T1-KB-12-002;Kalbar22;Muara Sungai Kapuas 2;Kalimantan Barat;-0.054124;109.088639;Biota Laut;60.49;Tidak Layak;6.5;Layak;1;Layak;0.1;Layak;0.03;Layak;Access Forbidden;Tidak Layak;28.7;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;2.6;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2411;PROVINSI;16/11/2024;1;T3-ST-06-003;Pesisir Morowali;AL-3 BDP Desa Fatufia, Kecamatan Bahodopi;Sulawesi Tengah;-2.791553;122.125156;Biota Laut;30.14;Layak;6.82;Layak;0.3;Layak;0.14;Layak;0.01;Layak;Tidak ada data;Tidak Layak;29.3;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2412;PROVINSI;03/08/2022;2;T3-ST-06-009;Pesisir Morowali;AL-9 WTP Desa Muahino;Sulawesi Tengah;-2.172548;121.590348;Biota Laut;24.11;Layak;6.79;Layak;0.3;Layak;0.04;Layak;0.01;Layak;Access Forbidden;Tidak Layak;30.8;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2413;PUSAT;10/10/2020;1;T1-BE-05-004;Bengkulu20;Pasar Ngalam;Bengkulu;-4.068797;102.400785;Biota Laut;69.16;Tidak Layak;6.33;Layak;0.5;Layak;0.15;Layak;0.01;Layak;2.4;Layak;30.8;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2414;PROVINSI;27/07/2026;2;T3-KB-01-001;Muara Sungai Sambas 1;Muara Sungai Sambas 1;Kalimantan Barat;1.18569;108.929214;Biota Laut;13.85;Layak;7.07;Layak;0.5;Layak;0.07;Layak;0.03;Layak;Tidak ada data;Tidak Layak;29.5;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2415;PUSAT;24/02/2023;1;T1-SR-02-006;Sulbar06;Pelabuhan Feri Simboro;Sulawesi Barat;-2.670879;118.866961;Pelabuhan;74.43;Tidak Layak;5.79;Layak;1;Layak;0.12;Layak;0.01;Layak;Access Forbidden;Tidak Layak;28.6;Layak;32.7;Layak;Access Forbidden;Tidak Layak;1.5;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2416;PUSAT;05/09/2023;2;T1-PD-71-009;Papbar09;Perbatasan Dokarim dan Pulau Arar;Papua Barat Daya;-0.904161;131.255434;Biota Laut;62.54;Tidak Layak;7.18;Layak;1;Layak;0.1;Layak;0.01;Layak;Tidak ada data;Tidak Layak;29.3;Layak;Tidak ada data;Layak;Tidak ada data;Layak;6.7;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2417;PUSAT;15/07/2026;2;T1-JA-73-002;Jambi02;Kuala Betara;Jambi;-0.842919;103.586914;Biota Laut;41.11;Layak;6.4;Layak;0.3;Layak;0.09;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.5;Layak;33.9;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
